time,Direction [deg],Gusts [m/s],Speed [m/s]
2019-02-13 14:54:00+00:00,114.0,4.0,3.2
2019-02-13 15:00:00+00:00,108.0,3.8,3.2
2019-02-13 15:06:00+00:00,113.0,3.6,3.2
2019-02-13 15:12:00+00:00,122.0,3.5,3.1
2019-02-13 15:18:00+00:00,122.0,3.4,3.0
2019-02-13 15:24:00+00:00,113.0,3.4,2.8
2019-02-13 15:30:00+00:00,117.0,2.9,2.1
2019-02-13 15:36:00+00:00,115.0,2.7,2.4
2019-02-13 15:42:00+00:00,118.0,2.5,2.2
2019-02-13 15:48:00+00:00,116.0,2.3,2.0
2019-02-13 15:54:00+00:00,119.0,2.0,1.3
2019-02-13 16:00:00+00:00,118.0,2.2,1.8
2019-02-13 16:06:00+00:00,127.0,2.3,2.0
2019-02-13 16:12:00+00:00,129.0,2.5,2.4
2019-02-13 16:18:00+00:00,127.0,2.8,2.0
2019-02-13 16:24:00+00:00,133.0,2.4,2.1
2019-02-13 16:30:00+00:00,146.0,2.1,1.6
2019-02-13 16:36:00+00:00,152.0,2.0,1.3
2019-02-13 16:42:00+00:00,165.0,1.3,1.1
2019-02-13 16:48:00+00:00,189.0,1.2,1.0
2019-02-13 16:54:00+00:00,187.0,1.9,1.4
2019-02-13 17:00:00+00:00,187.0,1.8,1.3
2019-02-13 17:06:00+00:00,188.0,1.6,1.5
2019-02-13 17:12:00+00:00,194.0,1.6,1.1
2019-02-13 17:18:00+00:00,183.0,1.3,0.6
2019-02-13 17:24:00+00:00,163.0,0.8,0.0
2019-02-13 17:30:00+00:00,116.0,0.3,0.1
2019-02-13 17:36:00+00:00,90.0,0.6,0.1
2019-02-13 17:42:00+00:00,53.0,1.8,1.3
2019-02-13 17:48:00+00:00,83.0,2.0,1.8
2019-02-13 17:54:00+00:00,92.0,2.1,1.3
2019-02-13 18:00:00+00:00,94.0,1.9,1.1
2019-02-13 18:06:00+00:00,84.0,2.4,2.2
2019-02-13 18:12:00+00:00,98.0,2.4,1.9
2019-02-13 18:18:00+00:00,101.0,2.5,1.9
2019-02-13 18:24:00+00:00,91.0,2.7,2.3
2019-02-13 18:30:00+00:00,103.0,2.9,2.4
2019-02-13 18:36:00+00:00,106.0,2.7,1.1
2019-02-13 18:42:00+00:00,96.0,2.1,1.7
2019-02-13 18:48:00+00:00,89.0,1.9,1.5
2019-02-13 18:54:00+00:00,112.0,2.1,1.5
2019-02-13 19:00:00+00:00,122.0,2.1,1.7
2019-02-13 19:06:00+00:00,110.0,2.4,1.9
2019-02-13 19:12:00+00:00,115.0,2.9,2.3
2019-02-13 19:18:00+00:00,103.0,3.2,2.5
2019-02-13 19:24:00+00:00,109.0,2.8,2.2
2019-02-13 19:30:00+00:00,108.0,3.0,2.3
2019-02-13 19:36:00+00:00,97.0,3.1,2.2
2019-02-13 19:42:00+00:00,85.0,3.0,1.8
2019-02-13 19:48:00+00:00,89.0,2.6,1.8
2019-02-13 19:54:00+00:00,86.0,2.1,1.3
2019-02-13 20:00:00+00:00,58.0,2.6,1.7
2019-02-13 20:06:00+00:00,47.0,2.3,1.7
2019-02-13 20:12:00+00:00,51.0,2.9,2.4
2019-02-13 20:18:00+00:00,73.0,3.7,3.1
2019-02-13 20:24:00+00:00,81.0,4.5,3.7
2019-02-13 20:30:00+00:00,91.0,4.6,3.0
2019-02-13 20:36:00+00:00,85.0,4.6,3.4
2019-02-13 20:42:00+00:00,83.0,4.9,3.9
2019-02-13 20:48:00+00:00,81.0,4.7,3.1
2019-02-13 20:54:00+00:00,93.0,5.0,2.6
2019-02-13 21:00:00+00:00,79.0,4.4,3.9
2019-02-13 21:06:00+00:00,85.0,4.7,3.1
2019-02-13 21:12:00+00:00,91.0,4.7,3.3
2019-02-13 21:18:00+00:00,92.0,4.6,3.4
2019-02-13 21:24:00+00:00,91.0,4.1,2.7
2019-02-13 21:30:00+00:00,84.0,4.0,3.3
2019-02-13 21:36:00+00:00,79.0,4.2,3.0
2019-02-13 21:42:00+00:00,59.0,4.1,3.4
2019-02-13 21:48:00+00:00,72.0,3.9,3.3
2019-02-13 21:54:00+00:00,82.0,3.9,2.7
2019-02-13 22:00:00+00:00,75.0,4.0,2.9
2019-02-13 22:06:00+00:00,62.0,3.9,3.0
2019-02-13 22:12:00+00:00,75.0,4.6,3.4
2019-02-13 22:18:00+00:00,80.0,5.4,4.1
2019-02-13 22:24:00+00:00,85.0,5.0,3.4
2019-02-13 22:30:00+00:00,85.0,5.4,4.1
2019-02-13 22:36:00+00:00,90.0,5.6,4.2
2019-02-13 22:42:00+00:00,89.0,5.6,4.1
2019-02-13 22:48:00+00:00,88.0,6.6,4.3
2019-02-13 22:54:00+00:00,97.0,6.3,4.1
2019-02-13 23:00:00+00:00,89.0,6.6,5.2
2019-02-13 23:06:00+00:00,86.0,6.4,5.4
2019-02-13 23:12:00+00:00,90.0,6.0,4.2
2019-02-13 23:18:00+00:00,87.0,6.2,4.6
2019-02-13 23:24:00+00:00,94.0,6.4,4.8
2019-02-13 23:30:00+00:00,89.0,7.3,5.4
2019-02-13 23:36:00+00:00,83.0,7.1,5.6
2019-02-13 23:42:00+00:00,87.0,7.1,5.3
2019-02-13 23:48:00+00:00,84.0,6.9,6.2
2019-02-13 23:54:00+00:00,89.0,6.8,5.6
2019-02-14 00:00:00+00:00,91.0,7.2,6.2
2019-02-14 00:06:00+00:00,88.0,8.5,7.2
2019-02-14 00:12:00+00:00,97.0,7.7,5.4
2019-02-14 00:18:00+00:00,94.0,7.1,6.0
2019-02-14 00:24:00+00:00,92.0,7.8,6.0
2019-02-14 00:30:00+00:00,95.0,7.3,6.0
2019-02-14 00:36:00+00:00,91.0,7.3,6.0
2019-02-14 00:42:00+00:00,89.0,6.7,5.6
2019-02-14 00:48:00+00:00,94.0,7.8,6.1
2019-02-14 00:54:00+00:00,92.0,7.7,6.4
2019-02-14 01:00:00+00:00,93.0,8.1,6.9
2019-02-14 01:06:00+00:00,91.0,10.0,8.6
2019-02-14 01:12:00+00:00,97.0,10.3,8.1
2019-02-14 01:18:00+00:00,99.0,10.0,8.8
2019-02-14 01:24:00+00:00,101.0,9.1,7.5
2019-02-14 01:30:00+00:00,99.0,9.9,8.2
2019-02-14 01:36:00+00:00,98.0,8.7,7.3
2019-02-14 01:42:00+00:00,100.0,9.5,7.2
2019-02-14 01:48:00+00:00,100.0,10.2,7.9
2019-02-14 01:54:00+00:00,100.0,10.0,8.9
2019-02-14 02:00:00+00:00,98.0,9.6,6.8
2019-02-14 02:06:00+00:00,98.0,8.7,8.0
2019-02-14 02:12:00+00:00,99.0,8.6,7.6
2019-02-14 02:18:00+00:00,99.0,8.4,6.8
2019-02-14 02:24:00+00:00,99.0,8.4,6.8
2019-02-14 02:30:00+00:00,97.0,8.5,6.7
2019-02-14 02:36:00+00:00,96.0,9.0,6.9
2019-02-14 02:42:00+00:00,91.0,9.9,7.8
2019-02-14 02:48:00+00:00,96.0,10.2,7.8
2019-02-14 02:54:00+00:00,96.0,9.9,7.6
2019-02-14 03:00:00+00:00,93.0,11.8,9.3
2019-02-14 03:06:00+00:00,95.0,12.2,9.5
2019-02-14 03:12:00+00:00,99.0,12.0,9.1
2019-02-14 03:18:00+00:00,98.0,11.9,9.3
2019-02-14 03:24:00+00:00,99.0,11.7,9.0
2019-02-14 03:30:00+00:00,102.0,11.1,9.9
2019-02-14 03:36:00+00:00,99.0,11.3,7.9
2019-02-14 03:42:00+00:00,100.0,10.8,10.0
2019-02-14 03:48:00+00:00,100.0,11.7,9.1
2019-02-14 03:54:00+00:00,98.0,11.1,8.8
2019-02-14 04:00:00+00:00,97.0,10.4,8.8
2019-02-14 04:06:00+00:00,99.0,11.0,8.4
2019-02-14 04:12:00+00:00,99.0,11.7,9.3
2019-02-14 04:18:00+00:00,97.0,10.5,8.0
2019-02-14 04:24:00+00:00,99.0,11.9,8.2
2019-02-14 04:30:00+00:00,98.0,11.4,8.8
2019-02-14 04:36:00+00:00,99.0,10.9,8.0
2019-02-14 04:42:00+00:00,99.0,12.0,9.2
2019-02-14 04:48:00+00:00,100.0,12.8,10.5
2019-02-14 04:54:00+00:00,99.0,11.6,8.0
2019-02-14 05:00:00+00:00,101.0,12.4,9.9
2019-02-14 05:06:00+00:00,103.0,11.3,8.9
2019-02-14 05:12:00+00:00,99.0,11.8,9.7
2019-02-14 05:18:00+00:00,99.0,13.3,10.0
2019-02-14 05:24:00+00:00,100.0,13.0,10.2
2019-02-14 05:30:00+00:00,100.0,13.5,11.1
2019-02-14 05:36:00+00:00,98.0,13.5,10.1
2019-02-14 05:42:00+00:00,100.0,13.1,10.1
2019-02-14 05:48:00+00:00,100.0,12.7,10.2
2019-02-14 05:54:00+00:00,100.0,12.5,8.8
2019-02-14 06:00:00+00:00,100.0,12.4,10.2
2019-02-14 06:06:00+00:00,101.0,11.6,8.5
2019-02-14 06:12:00+00:00,101.0,11.3,8.5
2019-02-14 06:18:00+00:00,100.0,10.7,8.6
2019-02-14 06:24:00+00:00,101.0,10.6,8.5
2019-02-14 06:30:00+00:00,103.0,10.5,7.9
2019-02-14 06:36:00+00:00,105.0,11.0,8.9
2019-02-14 06:42:00+00:00,102.0,9.9,7.7
2019-02-14 06:48:00+00:00,104.0,9.7,6.6
2019-02-14 06:54:00+00:00,102.0,8.9,6.7
2019-02-14 07:00:00+00:00,102.0,11.1,8.7
2019-02-14 07:06:00+00:00,102.0,11.3,8.6
2019-02-14 07:12:00+00:00,104.0,10.9,9.0
2019-02-14 07:18:00+00:00,105.0,10.8,8.3
2019-02-14 07:24:00+00:00,104.0,11.4,7.3
2019-02-14 07:30:00+00:00,101.0,11.5,8.6
2019-02-14 07:36:00+00:00,104.0,11.6,8.2
2019-02-14 07:42:00+00:00,99.0,11.4,9.2
2019-02-14 07:48:00+00:00,105.0,11.1,8.5
2019-02-14 07:54:00+00:00,105.0,11.4,8.6
2019-02-14 08:00:00+00:00,106.0,11.4,8.4
2019-02-14 08:06:00+00:00,105.0,9.9,6.4
2019-02-14 08:12:00+00:00,104.0,9.3,6.5
2019-02-14 08:18:00+00:00,107.0,8.6,6.4
2019-02-14 08:24:00+00:00,105.0,9.0,6.2
2019-02-14 08:30:00+00:00,98.0,8.1,6.4
2019-02-14 08:36:00+00:00,101.0,9.6,7.3
2019-02-14 08:42:00+00:00,102.0,10.9,8.1
2019-02-14 08:48:00+00:00,101.0,10.1,8.4
2019-02-14 08:54:00+00:00,99.0,11.7,10.0
2019-02-14 09:00:00+00:00,101.0,10.7,8.9
2019-02-14 09:06:00+00:00,100.0,12.0,8.9
2019-02-14 09:12:00+00:00,102.0,10.9,8.9
2019-02-14 09:18:00+00:00,102.0,11.2,9.6
2019-02-14 09:24:00+00:00,100.0,12.6,10.6
2019-02-14 09:30:00+00:00,100.0,12.4,9.4
2019-02-14 09:36:00+00:00,99.0,13.4,11.4
2019-02-14 09:42:00+00:00,100.0,13.4,10.6
2019-02-14 09:48:00+00:00,101.0,14.6,11.0
2019-02-14 09:54:00+00:00,101.0,14.4,11.8
2019-02-14 10:00:00+00:00,101.0,14.1,11.5
2019-02-14 10:06:00+00:00,99.0,15.0,13.1
2019-02-14 10:12:00+00:00,100.0,14.1,11.2
2019-02-14 10:18:00+00:00,101.0,13.3,10.7
2019-02-14 10:24:00+00:00,101.0,13.6,10.8
2019-02-14 10:30:00+00:00,103.0,13.2,8.6
2019-02-14 10:36:00+00:00,102.0,12.9,9.0
2019-02-14 10:42:00+00:00,103.0,11.4,9.7
2019-02-14 10:48:00+00:00,100.0,11.8,10.0
2019-02-14 10:54:00+00:00,100.0,10.7,8.2
2019-02-14 11:00:00+00:00,104.0,12.3,9.4
2019-02-14 11:06:00+00:00,106.0,12.5,9.1
2019-02-14 11:12:00+00:00,104.0,12.0,10.4
2019-02-14 11:18:00+00:00,104.0,12.8,8.9
2019-02-14 11:24:00+00:00,103.0,12.2,9.3
2019-02-14 11:30:00+00:00,104.0,10.9,7.9
2019-02-14 11:36:00+00:00,99.0,11.5,9.3
2019-02-14 11:42:00+00:00,102.0,10.1,8.0
2019-02-14 11:48:00+00:00,106.0,10.4,7.1
2019-02-14 11:54:00+00:00,104.0,10.4,7.5
2019-02-14 12:00:00+00:00,104.0,11.0,9.3
2019-02-14 12:06:00+00:00,106.0,11.1,8.5
2019-02-14 12:12:00+00:00,104.0,11.5,9.6
2019-02-14 12:18:00+00:00,106.0,10.2,8.4
2019-02-14 12:24:00+00:00,104.0,11.7,9.0
2019-02-14 12:30:00+00:00,102.0,11.2,9.0
2019-02-14 12:36:00+00:00,104.0,11.1,9.3
2019-02-14 12:42:00+00:00,102.0,10.8,9.3
2019-02-14 12:48:00+00:00,102.0,11.5,8.8
2019-02-14 12:54:00+00:00,101.0,12.4,8.7
2019-02-14 13:00:00+00:00,101.0,11.5,9.7
2019-02-14 13:06:00+00:00,100.0,10.8,9.1
2019-02-14 13:12:00+00:00,102.0,11.2,8.1
2019-02-14 13:18:00+00:00,104.0,10.1,7.2
2019-02-14 13:24:00+00:00,102.0,12.1,8.4
2019-02-14 13:30:00+00:00,101.0,11.7,9.2
2019-02-14 13:36:00+00:00,101.0,13.1,10.3
2019-02-14 13:42:00+00:00,100.0,13.2,11.6
2019-02-14 13:48:00+00:00,99.0,13.4,9.9
2019-02-14 13:54:00+00:00,102.0,13.6,9.2
2019-02-14 14:00:00+00:00,101.0,11.6,8.4
2019-02-14 14:06:00+00:00,104.0,11.6,9.6
2019-02-14 14:12:00+00:00,105.0,10.9,8.6
2019-02-14 14:18:00+00:00,107.0,10.8,7.0
2019-02-14 14:24:00+00:00,105.0,12.0,8.0
2019-02-14 14:30:00+00:00,105.0,10.8,7.3
2019-02-14 14:36:00+00:00,110.0,11.5,7.4
2019-02-14 14:42:00+00:00,105.0,12.7,10.0
2019-02-14 14:48:00+00:00,106.0,11.8,8.9
2019-02-14 14:54:00+00:00,108.0,11.9,7.6
2019-02-14 15:00:00+00:00,109.0,10.5,8.1
2019-02-14 15:06:00+00:00,108.0,10.1,7.5
2019-02-14 15:12:00+00:00,108.0,10.8,7.2
2019-02-14 15:18:00+00:00,109.0,9.5,6.9
2019-02-14 15:24:00+00:00,107.0,11.7,8.3
2019-02-14 15:30:00+00:00,107.0,12.2,8.5
2019-02-14 15:36:00+00:00,104.0,13.3,10.5
2019-02-14 15:42:00+00:00,106.0,13.1,9.4
2019-02-14 15:48:00+00:00,104.0,12.6,10.2
2019-02-14 15:54:00+00:00,103.0,12.6,9.5
2019-02-14 16:00:00+00:00,102.0,12.6,8.6
2019-02-14 16:06:00+00:00,102.0,12.2,9.2
2019-02-14 16:12:00+00:00,103.0,11.4,8.6
2019-02-14 16:18:00+00:00,104.0,10.8,9.3
2019-02-14 16:24:00+00:00,100.0,11.4,9.6
2019-02-14 16:30:00+00:00,101.0,12.2,9.4
2019-02-14 16:36:00+00:00,101.0,13.1,10.4
2019-02-14 16:42:00+00:00,100.0,13.8,9.9
2019-02-14 16:48:00+00:00,102.0,12.2,8.9
2019-02-14 16:54:00+00:00,102.0,12.5,10.0
2019-02-14 17:00:00+00:00,102.0,15.0,10.2
2019-02-14 17:06:00+00:00,101.0,13.7,9.4
2019-02-14 17:12:00+00:00,102.0,13.5,11.0
2019-02-14 17:18:00+00:00,100.0,14.2,11.9
2019-02-14 17:24:00+00:00,100.0,14.5,11.1
2019-02-14 17:30:00+00:00,101.0,15.1,10.7
2019-02-14 17:36:00+00:00,100.0,14.5,11.6
2019-02-14 17:42:00+00:00,100.0,13.8,11.2
2019-02-14 17:48:00+00:00,99.0,13.7,11.0
2019-02-14 17:54:00+00:00,100.0,13.1,10.4
2019-02-14 18:00:00+00:00,99.0,13.5,11.1
2019-02-14 18:06:00+00:00,99.0,12.7,10.7
2019-02-14 18:12:00+00:00,100.0,12.5,10.2
2019-02-14 18:18:00+00:00,101.0,13.8,11.1
2019-02-14 18:24:00+00:00,102.0,13.7,10.9
2019-02-14 18:30:00+00:00,101.0,12.7,10.8
2019-02-14 18:36:00+00:00,102.0,12.4,8.9
2019-02-14 18:42:00+00:00,100.0,12.4,10.1
2019-02-14 18:48:00+00:00,99.0,13.0,10.7
2019-02-14 18:54:00+00:00,101.0,13.6,10.4
2019-02-14 19:00:00+00:00,99.0,14.1,10.6
2019-02-14 19:06:00+00:00,98.0,13.4,9.8
2019-02-14 19:12:00+00:00,98.0,12.6,8.5
2019-02-14 19:18:00+00:00,101.0,12.5,9.2
2019-02-14 19:24:00+00:00,99.0,12.0,9.4
2019-02-14 19:30:00+00:00,103.0,13.1,9.4
2019-02-14 19:36:00+00:00,102.0,12.6,9.9
2019-02-14 19:42:00+00:00,99.0,13.2,11.4
2019-02-14 19:48:00+00:00,104.0,13.6,10.9
2019-02-14 19:54:00+00:00,106.0,13.4,10.7
2019-02-14 20:00:00+00:00,104.0,12.6,10.0
2019-02-14 20:06:00+00:00,105.0,13.0,9.3
2019-02-14 20:12:00+00:00,104.0,11.9,9.3
2019-02-14 20:18:00+00:00,105.0,12.9,8.9
2019-02-14 20:24:00+00:00,110.0,10.5,7.6
2019-02-14 20:30:00+00:00,108.0,11.4,8.7
2019-02-14 20:36:00+00:00,112.0,10.4,6.7
2019-02-14 20:42:00+00:00,109.0,10.3,6.4
2019-02-14 20:48:00+00:00,107.0,10.2,8.0
2019-02-14 20:54:00+00:00,107.0,9.6,7.3
2019-02-14 21:00:00+00:00,111.0,9.2,6.5
2019-02-14 21:06:00+00:00,108.0,10.1,6.9
2019-02-14 21:12:00+00:00,108.0,10.3,8.0
2019-02-14 21:18:00+00:00,106.0,11.6,9.0
2019-02-14 21:24:00+00:00,106.0,11.9,9.3
2019-02-14 21:30:00+00:00,108.0,11.0,8.3
2019-02-14 21:36:00+00:00,108.0,11.1,8.5
2019-02-14 21:42:00+00:00,106.0,10.7,8.6
2019-02-14 21:48:00+00:00,104.0,10.8,9.1
2019-02-14 21:54:00+00:00,102.0,11.2,8.9
2019-02-14 22:00:00+00:00,102.0,11.0,8.8
2019-02-14 22:06:00+00:00,103.0,10.1,8.4
2019-02-14 22:12:00+00:00,102.0,10.4,8.0
2019-02-14 22:18:00+00:00,102.0,9.4,6.9
2019-02-14 22:24:00+00:00,109.0,8.7,6.5
