,time,twl
0,2018-11-19 00:00:00,5.5
1,2018-11-19 00:06:00,5.362
2,2018-11-19 00:12:00,5.208
3,2018-11-19 00:18:00,5.07
4,2018-11-19 00:24:00,4.923
5,2018-11-19 00:30:00,4.772
6,2018-11-19 00:36:00,4.621
7,2018-11-19 00:42:00,4.486
8,2018-11-19 00:48:00,4.352
9,2018-11-19 00:54:00,4.217
10,2018-11-19 01:00:00,4.103
11,2018-11-19 01:06:00,3.978
12,2018-11-19 01:12:00,3.85
13,2018-11-19 01:18:00,3.725
14,2018-11-19 01:24:00,3.61
15,2018-11-19 01:30:00,3.489
16,2018-11-19 01:36:00,3.374
17,2018-11-19 01:42:00,3.273
18,2018-11-19 01:48:00,3.174
19,2018-11-19 01:54:00,3.086
20,2018-11-19 02:00:00,3.004
21,2018-11-19 02:06:00,2.954
22,2018-11-19 02:12:00,2.885
23,2018-11-19 02:18:00,2.83
24,2018-11-19 02:24:00,2.771
25,2018-11-19 02:30:00,2.708
26,2018-11-19 02:36:00,2.669
27,2018-11-19 02:42:00,2.623
28,2018-11-19 02:48:00,2.577
29,2018-11-19 02:54:00,2.534
30,2018-11-19 03:00:00,2.505
31,2018-11-19 03:06:00,2.482
32,2018-11-19 03:12:00,2.462
33,2018-11-19 03:18:00,2.452
34,2018-11-19 03:24:00,2.452
35,2018-11-19 03:30:00,2.452
36,2018-11-19 03:36:00,2.472
37,2018-11-19 03:42:00,2.485
38,2018-11-19 03:48:00,2.511
39,2018-11-19 03:54:00,2.541
40,2018-11-19 04:00:00,2.584
41,2018-11-19 04:06:00,2.639
42,2018-11-19 04:12:00,2.702
43,2018-11-19 04:18:00,2.761
44,2018-11-19 04:24:00,2.797
45,2018-11-19 04:30:00,2.853
46,2018-11-19 04:36:00,2.902
47,2018-11-19 04:42:00,2.951
48,2018-11-19 04:48:00,3.0
49,2018-11-19 04:54:00,3.046
50,2018-11-19 05:00:00,3.082
51,2018-11-19 05:06:00,3.138
52,2018-11-19 05:12:00,3.187
53,2018-11-19 05:18:00,3.25
54,2018-11-19 05:24:00,3.305
55,2018-11-19 05:30:00,3.378
56,2018-11-19 05:36:00,3.45
57,2018-11-19 05:42:00,3.489
58,2018-11-19 05:48:00,3.568
59,2018-11-19 05:54:00,3.63
60,2018-11-19 06:00:00,3.696
61,2018-11-19 06:06:00,3.775
62,2018-11-19 06:12:00,3.857
63,2018-11-19 06:18:00,3.922
64,2018-11-19 06:24:00,4.001
65,2018-11-19 06:30:00,4.083
66,2018-11-19 06:36:00,4.155
67,2018-11-19 06:42:00,4.217
68,2018-11-19 06:48:00,4.299
69,2018-11-19 06:54:00,4.375
70,2018-11-19 07:00:00,4.45
71,2018-11-19 07:06:00,4.526
72,2018-11-19 07:12:00,4.608
73,2018-11-19 07:18:00,4.713
74,2018-11-19 07:24:00,4.808
75,2018-11-19 07:30:00,4.897
76,2018-11-19 07:36:00,4.982
77,2018-11-19 07:42:00,5.057
78,2018-11-19 07:48:00,5.126
79,2018-11-19 07:54:00,5.195
80,2018-11-19 08:00:00,5.274
81,2018-11-19 08:06:00,5.349
82,2018-11-19 08:12:00,5.418
83,2018-11-19 08:18:00,5.458
84,2018-11-19 08:24:00,5.526
85,2018-11-19 08:30:00,5.589
86,2018-11-19 08:36:00,5.612
87,2018-11-19 08:42:00,5.638
88,2018-11-19 08:48:00,5.658
89,2018-11-19 08:54:00,5.677
90,2018-11-19 09:00:00,5.71
91,2018-11-19 09:06:00,5.75
92,2018-11-19 09:12:00,5.789
93,2018-11-19 09:18:00,5.835
94,2018-11-19 09:24:00,5.881
95,2018-11-19 09:30:00,5.907
96,2018-11-19 09:36:00,5.91
97,2018-11-19 09:42:00,5.897
98,2018-11-19 09:48:00,5.884
99,2018-11-19 09:54:00,5.868
100,2018-11-19 10:00:00,5.841
101,2018-11-19 10:06:00,5.818
102,2018-11-19 10:12:00,5.809
103,2018-11-19 10:18:00,5.796
104,2018-11-19 10:24:00,5.792
105,2018-11-19 10:30:00,5.779
106,2018-11-19 10:36:00,5.759
107,2018-11-19 10:42:00,5.73
108,2018-11-19 10:48:00,5.697
109,2018-11-19 10:54:00,5.651
110,2018-11-19 11:00:00,5.625
111,2018-11-19 11:06:00,5.582
112,2018-11-19 11:12:00,5.54
113,2018-11-19 11:18:00,5.507
114,2018-11-19 11:24:00,5.474
115,2018-11-19 11:30:00,5.428
116,2018-11-19 11:36:00,5.349
117,2018-11-19 11:42:00,5.29
118,2018-11-19 11:48:00,5.238
119,2018-11-19 11:54:00,5.166
120,2018-11-19 12:00:00,5.097
121,2018-11-19 12:06:00,5.041
122,2018-11-19 12:12:00,4.979
123,2018-11-19 12:18:00,4.92
124,2018-11-19 12:24:00,4.857
125,2018-11-19 12:30:00,4.792
126,2018-11-19 12:36:00,4.719
127,2018-11-19 12:42:00,4.641
128,2018-11-19 12:48:00,4.562
129,2018-11-19 12:54:00,4.49
130,2018-11-19 13:00:00,4.424
131,2018-11-19 13:06:00,4.365
132,2018-11-19 13:12:00,4.313
133,2018-11-19 13:18:00,4.254
134,2018-11-19 13:24:00,4.191
135,2018-11-19 13:30:00,4.132
136,2018-11-19 13:36:00,4.067
137,2018-11-19 13:42:00,4.007
138,2018-11-19 13:48:00,3.965
139,2018-11-19 13:54:00,3.925
140,2018-11-19 14:00:00,3.889
141,2018-11-19 14:06:00,3.863
142,2018-11-19 14:12:00,3.84
143,2018-11-19 14:18:00,3.814
144,2018-11-19 14:24:00,3.797
145,2018-11-19 14:30:00,3.784
146,2018-11-19 14:36:00,3.765
147,2018-11-19 14:42:00,3.771
148,2018-11-19 14:48:00,3.771
149,2018-11-19 14:54:00,3.775
150,2018-11-19 15:00:00,3.781
151,2018-11-19 15:06:00,3.801
152,2018-11-19 15:12:00,3.84
153,2018-11-19 15:18:00,3.883
154,2018-11-19 15:24:00,3.925
155,2018-11-19 15:30:00,3.978
156,2018-11-19 15:36:00,4.03
157,2018-11-19 15:42:00,4.093
158,2018-11-19 15:48:00,4.139
159,2018-11-19 15:54:00,4.208
160,2018-11-19 16:00:00,4.286
161,2018-11-19 16:06:00,4.349
162,2018-11-19 16:12:00,4.411
163,2018-11-19 16:18:00,4.477
164,2018-11-19 16:24:00,4.549
165,2018-11-19 16:30:00,4.618
166,2018-11-19 16:36:00,4.706
167,2018-11-19 16:42:00,4.801
168,2018-11-19 16:48:00,4.897
169,2018-11-19 16:54:00,4.995
170,2018-11-19 17:00:00,5.087
171,2018-11-19 17:06:00,5.169
172,2018-11-19 17:12:00,5.244
173,2018-11-19 17:18:00,5.326
174,2018-11-19 17:24:00,5.425
175,2018-11-19 17:30:00,5.53
176,2018-11-19 17:36:00,5.635
177,2018-11-19 17:42:00,5.743
178,2018-11-19 17:48:00,5.838
179,2018-11-19 17:54:00,5.937
180,2018-11-19 18:00:00,6.038
181,2018-11-19 18:06:00,6.124
182,2018-11-19 18:12:00,6.212
183,2018-11-19 18:18:00,6.297
184,2018-11-19 18:24:00,6.406
185,2018-11-19 18:30:00,6.511
186,2018-11-19 18:36:00,6.606
187,2018-11-19 18:42:00,6.701
188,2018-11-19 18:48:00,6.796
189,2018-11-19 18:54:00,6.891
190,2018-11-19 19:00:00,7.0
191,2018-11-19 19:06:00,7.088
192,2018-11-19 19:12:00,7.187
193,2018-11-19 19:18:00,7.272
194,2018-11-19 19:24:00,7.351
195,2018-11-19 19:30:00,7.439
196,2018-11-19 19:36:00,7.528
197,2018-11-19 19:42:00,7.613
198,2018-11-19 19:48:00,7.715
199,2018-11-19 19:54:00,7.807
200,2018-11-19 20:00:00,7.889
201,2018-11-19 20:06:00,7.971
202,2018-11-19 20:12:00,8.043
203,2018-11-19 20:18:00,8.109
204,2018-11-19 20:24:00,8.168
205,2018-11-19 20:30:00,8.22
206,2018-11-19 20:36:00,8.256
207,2018-11-19 20:42:00,8.282
208,2018-11-19 20:48:00,8.309
209,2018-11-19 20:54:00,8.318
210,2018-11-19 21:00:00,8.328
211,2018-11-19 21:06:00,8.338
212,2018-11-19 21:12:00,8.348
213,2018-11-19 21:18:00,8.361
214,2018-11-19 21:24:00,8.361
215,2018-11-19 21:30:00,8.364
216,2018-11-19 21:36:00,8.355
217,2018-11-19 21:42:00,8.332
218,2018-11-19 21:48:00,8.302
219,2018-11-19 21:54:00,8.256
220,2018-11-19 22:00:00,8.217
221,2018-11-19 22:06:00,8.161
222,2018-11-19 22:12:00,8.109
223,2018-11-19 22:18:00,8.079
224,2018-11-19 22:24:00,8.036
225,2018-11-19 22:30:00,7.981
226,2018-11-19 22:36:00,7.908
227,2018-11-19 22:42:00,7.817
228,2018-11-19 22:48:00,7.685
229,2018-11-19 22:54:00,7.564
230,2018-11-19 23:00:00,7.452
231,2018-11-19 23:06:00,7.338
232,2018-11-19 23:12:00,7.223
233,2018-11-19 23:18:00,7.108
234,2018-11-19 23:24:00,6.996
235,2018-11-19 23:30:00,6.878
236,2018-11-19 23:36:00,6.744
237,2018-11-19 23:42:00,6.593
238,2018-11-19 23:48:00,6.439
239,2018-11-19 23:54:00,6.275
240,2018-11-20 00:00:00,6.101
241,2018-11-20 00:06:00,5.927
242,2018-11-20 00:12:00,5.746
243,2018-11-20 00:18:00,5.572
244,2018-11-20 00:24:00,5.402
245,2018-11-20 00:30:00,5.231
246,2018-11-20 00:36:00,5.07
247,2018-11-20 00:42:00,4.92
248,2018-11-20 00:48:00,4.769
249,2018-11-20 00:54:00,4.595
250,2018-11-20 01:00:00,4.411
251,2018-11-20 01:06:00,4.24
252,2018-11-20 01:12:00,4.089
253,2018-11-20 01:18:00,3.922
254,2018-11-20 01:24:00,3.755
255,2018-11-20 01:30:00,3.588
256,2018-11-20 01:36:00,3.44
257,2018-11-20 01:42:00,3.279
258,2018-11-20 01:48:00,3.112
259,2018-11-20 01:54:00,2.971
260,2018-11-20 02:00:00,2.83
261,2018-11-20 02:06:00,2.689
262,2018-11-20 02:12:00,2.59
263,2018-11-20 02:18:00,2.475
264,2018-11-20 02:24:00,2.383
265,2018-11-20 02:30:00,2.298
266,2018-11-20 02:36:00,2.229
267,2018-11-20 02:42:00,2.157
268,2018-11-20 02:48:00,2.111
269,2018-11-20 02:54:00,2.062
270,2018-11-20 03:00:00,2.013
271,2018-11-20 03:06:00,1.973
272,2018-11-20 03:12:00,1.944
273,2018-11-20 03:18:00,1.908
274,2018-11-20 03:24:00,1.849
275,2018-11-20 03:30:00,1.816
276,2018-11-20 03:36:00,1.793
277,2018-11-20 03:42:00,1.78
278,2018-11-20 03:48:00,1.776
279,2018-11-20 03:54:00,1.786
280,2018-11-20 04:00:00,1.806
281,2018-11-20 04:06:00,1.832
282,2018-11-20 04:12:00,1.865
283,2018-11-20 04:18:00,1.895
284,2018-11-20 04:24:00,1.934
285,2018-11-20 04:30:00,1.98
286,2018-11-20 04:36:00,2.026
287,2018-11-20 04:42:00,2.105
288,2018-11-20 04:48:00,2.187
289,2018-11-20 04:54:00,2.275
290,2018-11-20 05:00:00,2.357
291,2018-11-20 05:06:00,2.436
292,2018-11-20 05:12:00,2.492
293,2018-11-20 05:18:00,2.564
294,2018-11-20 05:24:00,2.633
295,2018-11-20 05:30:00,2.695
296,2018-11-20 05:36:00,2.761
297,2018-11-20 05:42:00,2.82
298,2018-11-20 05:48:00,2.912
299,2018-11-20 05:54:00,2.984
300,2018-11-20 06:00:00,3.059
301,2018-11-20 06:06:00,3.148
302,2018-11-20 06:12:00,3.24
303,2018-11-20 06:18:00,3.312
304,2018-11-20 06:24:00,3.414
305,2018-11-20 06:30:00,3.512
306,2018-11-20 06:36:00,3.594
307,2018-11-20 06:42:00,3.699
308,2018-11-20 06:48:00,3.791
309,2018-11-20 06:54:00,3.889
310,2018-11-20 07:00:00,3.988
311,2018-11-20 07:06:00,4.093
312,2018-11-20 07:12:00,4.198
313,2018-11-20 07:18:00,4.296
314,2018-11-20 07:24:00,4.385
315,2018-11-20 07:30:00,4.5
316,2018-11-20 07:36:00,4.601
317,2018-11-20 07:42:00,4.726
318,2018-11-20 07:48:00,4.831
319,2018-11-20 07:54:00,4.982
320,2018-11-20 08:00:00,5.11
321,2018-11-20 08:06:00,5.244
322,2018-11-20 08:12:00,5.362
323,2018-11-20 08:18:00,5.484
324,2018-11-20 08:24:00,5.589
325,2018-11-20 08:30:00,5.687
326,2018-11-20 08:36:00,5.782
327,2018-11-20 08:42:00,5.868
328,2018-11-20 08:48:00,5.956
329,2018-11-20 08:54:00,6.019
330,2018-11-20 09:00:00,6.094
331,2018-11-20 09:06:00,6.156
332,2018-11-20 09:12:00,6.225
333,2018-11-20 09:18:00,6.291
334,2018-11-20 09:24:00,6.376
335,2018-11-20 09:30:00,6.442
336,2018-11-20 09:36:00,6.514
337,2018-11-20 09:42:00,6.563
338,2018-11-20 09:48:00,6.606
339,2018-11-20 09:54:00,6.635
340,2018-11-20 10:00:00,6.662
341,2018-11-20 10:06:00,6.688
342,2018-11-20 10:12:00,6.717
343,2018-11-20 10:18:00,6.74
344,2018-11-20 10:24:00,6.74
345,2018-11-20 10:30:00,6.763
346,2018-11-20 10:36:00,6.776
347,2018-11-20 10:42:00,6.77
348,2018-11-20 10:48:00,6.757
349,2018-11-20 10:54:00,6.757
350,2018-11-20 11:00:00,6.744
351,2018-11-20 11:06:00,6.721
352,2018-11-20 11:12:00,6.688
353,2018-11-20 11:18:00,6.678
354,2018-11-20 11:24:00,6.668
355,2018-11-20 11:30:00,6.652
356,2018-11-20 11:36:00,6.626
357,2018-11-20 11:42:00,6.606
358,2018-11-20 11:48:00,6.557
359,2018-11-20 11:54:00,6.504
360,2018-11-20 12:00:00,6.442
361,2018-11-20 12:06:00,6.37
362,2018-11-20 12:12:00,6.294
363,2018-11-20 12:18:00,6.219
364,2018-11-20 12:24:00,6.14
365,2018-11-20 12:30:00,6.071
366,2018-11-20 12:36:00,5.992
367,2018-11-20 12:42:00,5.943
368,2018-11-20 12:48:00,5.894
369,2018-11-20 12:54:00,5.832
370,2018-11-20 13:00:00,5.763
371,2018-11-20 13:06:00,5.694
372,2018-11-20 13:12:00,5.622
373,2018-11-20 13:18:00,5.52
374,2018-11-20 13:24:00,5.444
375,2018-11-20 13:30:00,5.362
376,2018-11-20 13:36:00,5.277
377,2018-11-20 13:42:00,5.185
378,2018-11-20 13:48:00,5.113
379,2018-11-20 13:54:00,5.041
380,2018-11-20 14:00:00,4.956
381,2018-11-20 14:06:00,4.897
382,2018-11-20 14:12:00,4.805
383,2018-11-20 14:18:00,4.726
384,2018-11-20 14:24:00,4.667
385,2018-11-20 14:30:00,4.614
386,2018-11-20 14:36:00,4.549
387,2018-11-20 14:42:00,4.506
388,2018-11-20 14:48:00,4.473
389,2018-11-20 14:54:00,4.414
390,2018-11-20 15:00:00,4.391
391,2018-11-20 15:06:00,4.375
392,2018-11-20 15:12:00,4.355
393,2018-11-20 15:18:00,4.362
394,2018-11-20 15:24:00,4.362
395,2018-11-20 15:30:00,4.365
396,2018-11-20 15:36:00,4.375
397,2018-11-20 15:42:00,4.395
398,2018-11-20 15:48:00,4.395
399,2018-11-20 15:54:00,4.457
400,2018-11-20 16:00:00,4.5
401,2018-11-20 16:06:00,4.539
402,2018-11-20 16:12:00,4.611
403,2018-11-20 16:18:00,4.651
404,2018-11-20 16:24:00,4.703
405,2018-11-20 16:30:00,4.733
406,2018-11-20 16:36:00,4.765
407,2018-11-20 16:42:00,4.798
408,2018-11-20 16:48:00,4.841
409,2018-11-20 16:54:00,4.91
410,2018-11-20 17:00:00,4.972
411,2018-11-20 17:06:00,5.057
412,2018-11-20 17:12:00,5.146
413,2018-11-20 17:18:00,5.234
414,2018-11-20 17:24:00,5.333
415,2018-11-20 17:30:00,5.428
416,2018-11-20 17:36:00,5.5
417,2018-11-20 17:42:00,5.592
418,2018-11-20 17:48:00,5.671
419,2018-11-20 17:54:00,5.763
420,2018-11-20 18:00:00,5.848
421,2018-11-20 18:06:00,5.923
422,2018-11-20 18:12:00,6.019
423,2018-11-20 18:18:00,6.11
424,2018-11-20 18:24:00,6.186
425,2018-11-20 18:30:00,6.265
426,2018-11-20 18:36:00,6.337
427,2018-11-20 18:42:00,6.435
428,2018-11-20 18:48:00,6.537
429,2018-11-20 18:54:00,6.655
430,2018-11-20 19:00:00,6.763
431,2018-11-20 19:06:00,6.872
432,2018-11-20 19:12:00,6.947
433,2018-11-20 19:18:00,7.036
434,2018-11-20 19:24:00,7.124
435,2018-11-20 19:30:00,7.196
436,2018-11-20 19:36:00,7.272
437,2018-11-20 19:42:00,7.364
438,2018-11-20 19:48:00,7.459
439,2018-11-20 19:54:00,7.557
440,2018-11-20 20:00:00,7.649
441,2018-11-20 20:06:00,7.751
442,2018-11-20 20:12:00,7.839
443,2018-11-20 20:18:00,7.915
444,2018-11-20 20:24:00,8.007
445,2018-11-20 20:30:00,8.066
446,2018-11-20 20:36:00,8.154
447,2018-11-20 20:42:00,8.256
448,2018-11-20 20:48:00,8.332
449,2018-11-20 20:54:00,8.397
450,2018-11-20 21:00:00,8.446
451,2018-11-20 21:06:00,8.479
452,2018-11-20 21:12:00,8.512
453,2018-11-20 21:18:00,8.528
